Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID
CREATE,,習慣アプリ,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,習慣トラッカー,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,ルーティンアプリ,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,朝活アプリ,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,自己改善アプリ,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,行動変容,EXACT,ACTIVE,200,2143249334,2144994932
CREATE,,メンタルヘルス アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,瞑想アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,マインドフルネス,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,セルフケア,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,自己啓発 アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,モチベーション アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,生産性 アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,目標管理,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,日記 アプリ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,ライフコーチ,BROAD,ACTIVE,150,2143249334,2144994932
CREATE,,夜更かし やめたい,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,早寝 アプリ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,睡眠 改善,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,起きれない,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,目覚まし アプリ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,朝起きる コツ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,先延ばし やめたい,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,先延ばし 癖,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,やる気 出ない,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,不安 解消,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,不安障害,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,パニック 対処,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,考えすぎ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,ぐるぐる思考,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,反芻思考,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,自己肯定感,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,自己肯定感 低い,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,自分を責める,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,自己嫌悪,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,怒り コントロール,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,イライラ 解消,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,アンガーマネジメント,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,禁酒 アプリ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,お酒 やめたい,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,孤独 解消,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,寂しい,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,強迫観念,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,強迫性障害,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,悪い習慣 やめる,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,習慣 変える,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,仏教 アプリ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,禅 アプリ,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,アファメーション,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,感謝日記,BROAD,ACTIVE,100,2143249334,2144994932
CREATE,,集中 アプリ,BROAD,ACTIVE,100,2143249334,2144994932
