Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID
CREATE,,habit tracker,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,habit app,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,daily routine,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,routine tracker,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,self improvement app,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,behavior change,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,morning routine app,EXACT,ACTIVE,250,2143222383,2144941227
CREATE,,mental health app,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,mindfulness,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,meditation app,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,self care,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,wellness app,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,productivity app,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,motivation app,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,daily planner,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,goal tracker,BROAD,ACTIVE,180,2143222383,2144941227
CREATE,,stop procrastination,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,procrastination help,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,anxiety relief,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,anxiety help,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,overthinking,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,stop overthinking,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,self esteem app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,self compassion,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,insomnia help,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,sleep better,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,wake up app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,morning alarm,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,anger management,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,quit drinking app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,loneliness app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,mindful living,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,buddhist app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,daily affirmations,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,gratitude journal,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,focus app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,ocd app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,intrusive thoughts,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,break bad habits,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,stop bad habits,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,accountability app,BROAD,ACTIVE,120,2143222383,2144941227
CREATE,,life coach app,BROAD,ACTIVE,150,2143222383,2144941227
CREATE,,personal coach app,BROAD,ACTIVE,150,2143222383,2144941227
CREATE,,daily reminder app,BROAD,ACTIVE,120,2143222383,2144941227
